0,0,0,rate,ampl,duration
0,0,0,0.0,0.0,0.0
0,0,0,0.5,1.5402212025206452e-13,158.327
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.5,2.8972589520320626e-13,199.99200000000002
0,0,0,1.5,1.466161874849219e-13,152.77166666666665
0,0,0,0.5,2.682023363199652e-13,191.659
0,0,0,0.5,2.2873694713281474e-13,133.328
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,1.0,1.8666056845695818e-13,154.1605
0,0,0,0.5,7.154837711412649e-14,108.32900000000001
0,0,0,1.0,6.822325397805812e-14,116.662
0,0,0,0.5,8.925053785771717e-14,124.995
0,0,0,0.5,1.8764729423916057e-13,108.32900000000001
0,0,0,0.0,0.0,0.0
0,0,0,0.5,7.122148328343621e-14,141.661
0,0,0,0.5,8.215613305886851e-14,166.66
0,0,0,0.0,0.0,0.0
0,0,0,1.0,1.4790293709133964e-13,204.1585
0,0,0,0.5,1.897555146531457e-13,166.66
0,0,0,0.5,9.053558363176532e-14,183.326
0,0,0,1.0,1.2430664157932705e-13,158.327
0,0,0,0.5,8.850801827575137e-14,124.995
0,0,0,0.5,8.180312373051649e-14,116.662
0,0,0,1.0,8.660477226964835e-14,116.662
0,0,0,0.5,4.133859378265768e-14,108.32900000000001
0,0,0,0.5,1.481041273375012e-13,133.328
0,0,0,1.0,1.6983866343228177e-13,158.327
0,0,0,1.0,6.390340416836791e-14,112.4955
0,0,0,0.0,0.0,0.0
0,0,0,0.5,7.094387434077791e-14,116.662
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,1.0,1.4774710611781955e-13,133.328
0,0,0,0.5,7.750642423722194e-14,141.661
0,0,0,1.0,1.388875423802236e-13,170.8265
0,0,0,0.0,0.0,0.0
0,0,0,0.5,8.008380863515068e-14,133.328
0,0,0,0.0,0.0,0.0
0,0,0,0.5,1.8614204817633612e-13,149.994
0,0,0,0.5,1.985825336354117e-13,124.995
0,0,0,0.5,1.101775559597216e-13,133.328
0,0,0,0.0,0.0,0.0
0,0,0,0.5,1.7360317625344707e-13,124.995
0,0,0,0.0,0.0,0.0
0,0,0,0.5,1.393741177852284e-13,174.993
0,0,0,0.0,0.0,0.0
0,0,0,1.0,9.282076368652e-14,208.32500000000002
0,0,0,0.0,0.0,0.0
0,0,0,1.0,8.901058166802673e-14,116.662
0,0,0,0.5,7.903129692531606e-14,141.661
0,0,0,1.0,2.654280678538401e-13,166.66
0,0,0,0.5,2.1083045428052934e-13,224.991
0,0,0,1.0,1.051068540100969e-13,149.994
0,0,0,0.5,3.7635806681776163e-14,124.995
0,0,0,1.0,8.821236771198421e-14,141.661
0,0,0,0.5,7.586445385559597e-14,116.662
0,0,0,1.0,1.9042353524599113e-13,108.32900000000001
0,0,0,1.0,1.1442189436956715e-13,124.995
0,0,0,0.5,8.036780874283642e-14,133.328
0,0,0,0.0,0.0,0.0
0,0,0,0.5,1.1079210621702822e-13,133.328
0,0,0,0.5,7.93130157105299e-14,124.995
0,0,0,0.0,0.0,0.0
0,0,0,1.5,8.307487734969358e-14,127.77266666666668
0,0,0,0.5,1.0766196086470385e-13,183.326
0,0,0,0.0,0.0,0.0
0,0,0,0.5,2.0452636353412618e-13,166.66
0,0,0,1.0,1.326665405946322e-13,145.82750000000001
0,0,0,1.0,1.239576834669932e-13,129.1615
0,0,0,0.5,7.524917126453087e-14,116.662
0,0,0,0.0,0.0,0.0
0,0,0,1.0,1.4361918004596383e-13,170.8265
0,0,0,0.5,1.5582494149438021e-13,216.65800000000002
0,0,0,1.0,1.9855867699566204e-13,187.4925
0,0,0,1.0,9.790497723924498e-14,112.4955
0,0,0,0.5,1.2850401268678737e-13,191.659
0,0,0,0.5,9.072040967992486e-14,116.662
0,0,0,0.5,2.302846790754306e-13,149.994
0,0,0,1.0,8.055060425496286e-14,120.8285
0,0,0,0.5,7.556209675046462e-14,108.32900000000001
0,0,0,0.0,0.0,0.0
0,0,0,0.5,8.40971232784178e-14,108.32900000000001
0,0,0,0.5,8.701785548732154e-14,108.32900000000001
0,0,0,0.5,1.3955619388128497e-13,124.995
0,0,0,0.0,0.0,0.0
0,0,0,0.5,7.853794980996e-14,174.993
0,0,0,0.0,0.0,0.0
0,0,0,1.0,7.379451789919841e-14,116.662
0,0,0,0.5,7.864177790347968e-14,108.32900000000001
0,0,0,0.5,1.3982429582087772e-13,183.326
0,0,0,0.0,0.0,0.0
0,0,0,0.5,1.0771673146803048e-13,124.995
0,0,0,0.5,8.316104476839207e-14,108.32900000000001
0,0,0,0.5,5.704930783865805e-14,291.65500000000003
0,0,0,0.0,0.0,0.0
0,0,0,1.0,9.001175797560369e-14,112.4955
0,0,0,0.5,9.413121692199299e-14,133.328
0,0,0,0.0,0.0,0.0
0,0,0,1.0,1.0507123817703059e-13,141.661
0,0,0,0.0,0.0,0.0
0,0,0,0.5,1.1358137975170451e-13,108.32900000000001
0,0,0,1.0,6.617301973611401e-14,112.4955
0,0,0,0.5,4.67937309444653e-14,199.99200000000002
0,0,0,1.0,7.629373084216261e-14,116.662
0,0,0,0.5,1.0492104052067435e-13,191.659
0,0,0,0.0,0.0,0.0
0,0,0,1.0,1.0239515301895094e-13,141.661
0,0,0,0.0,0.0,0.0
0,0,0,0.5,6.992758679250112e-14,166.66
0,0,0,0.5,6.242202776846578e-14,141.661
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,1.0,8.20997372185708e-14,116.662
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.5,3.438147085854104e-14,133.328
0,0,0,0.0,0.0,0.0
0,0,0,0.5,9.322633377358714e-14,116.662
0,0,0,0.5,6.544160470336451e-14,166.66
0,0,0,1.0,7.427071298029003e-14,120.8285
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.5,1.0755832681246933e-13,141.661
0,0,0,0.5,8.766136657189161e-14,133.328
0,0,0,0.0,0.0,0.0
0,0,0,0.5,7.924401976261515e-14,174.993
0,0,0,0.5,1.0593810843170563e-13,149.994
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,1.0,1.1743482295254001e-13,149.994
0,0,0,0.0,0.0,0.0
0,0,0,0.5,1.115312300008249e-13,166.66
0,0,0,0.5,1.8634297301769813e-13,149.994
0,0,0,0.5,1.4251301587172493e-13,124.995
0,0,0,0.5,1.378995261656517e-13,108.32900000000001
0,0,0,0.0,0.0,0.0
0,0,0,0.5,1.1534957233542134e-13,108.32900000000001
0,0,0,1.5,1.2791939295569548e-13,119.43966666666667
0,0,0,0.5,1.4919101972858574e-13,191.659
0,0,0,0.5,2.0093110792353907e-13,108.32900000000001
0,0,0,0.5,1.205590923308389e-13,149.994
0,0,0,0.5,1.3337218722521651e-13,141.661
0,0,0,0.0,0.0,0.0
0,0,0,0.5,6.659693403071422e-14,191.659
0,0,0,1.0,1.6268422916297685e-13,137.49450000000002
0,0,0,0.5,3.8744753861955e-13,108.32900000000001
0,0,0,0.5,1.7145033941028728e-13,124.995
0,0,0,1.0,1.1142142264354497e-13,124.995
0,0,0,1.5,1.5101266139572413e-13,138.88333333333335
0,0,0,0.5,2.077867989732293e-13,108.32900000000001
0,0,0,1.0,2.355107838464773e-13,120.8285
0,0,0,1.0,2.169968010505998e-13,158.327
0,0,0,0.0,0.0,0.0
0,0,0,0.5,1.2699331586952337e-13,233.324
0,0,0,1.0,1.3690378670111462e-13,141.661
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.5,7.121470552658428e-14,108.32900000000001
0,0,0,0.5,1.6584091856923845e-13,108.32900000000001
0,0,0,0.0,0.0,0.0
0,0,0,0.5,2.498044329962267e-13,149.994
0,0,0,0.5,8.890830502282681e-14,116.662
0,0,0,0.5,2.1249843145151547e-13,149.994
0,0,0,0.5,1.1058539634878177e-13,149.994
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,1.0,1.3758276805236611e-13,120.8285
0,0,0,0.5,2.9571796568428413e-13,141.661
0,0,0,0.5,1.3367762485954743e-13,108.32900000000001
0,0,0,0.0,0.0,0.0
0,0,0,0.5,1.7401165745458892e-13,116.662
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.5,1.804660753436726e-13,108.32900000000001
0,0,0,0.5,2.4811625090049284e-13,116.662
0,0,0,0.0,0.0,0.0
0,0,0,0.5,7.860128607006167e-14,116.662
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.5,7.19258536319843e-14,108.32900000000001
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.5,5.532728803472169e-14,108.32900000000001
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,1.0,7.039015954588418e-14,108.32900000000001
0,0,0,1.0,4.996210542539557e-14,129.1615
0,0,0,0.5,5.4154320698004475e-14,133.328
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.5,5.705563154802235e-14,191.659
0,0,0,0.5,3.705595332686701e-14,116.662
0,0,0,1.0,4.5413607586462894e-14,133.328
0,0,0,0.5,1.0422303124747902e-13,208.32500000000002
0,0,0,1.0,6.498064470112813e-14,116.662
0,0,0,0.5,4.242013278378059e-14,108.32900000000001
0,0,0,1.0,4.635915631516641e-14,149.994
0,0,0,0.0,0.0,0.0
0,0,0,0.5,3.949666553394048e-14,149.994
0,0,0,0.5,3.92252324587722e-14,133.328
0,0,0,0.5,3.861148846161548e-14,108.32900000000001
0,0,0,1.0,7.418704153298793e-14,154.1605
0,0,0,0.5,6.71371524311596e-14,116.662
0,0,0,0.5,4.1561561259657617e-14,158.327
0,0,0,0.5,4.7686801989976826e-14,124.995
0,0,0,0.0,0.0,0.0
0,0,0,1.0,5.780705618119931e-14,124.995
0,0,0,0.5,6.800948336047647e-14,116.662
0,0,0,0.5,2.854519048890938e-14,124.995
0,0,0,0.5,9.883242192824059e-14,199.99200000000002
0,0,0,0.5,4.758577479801887e-14,133.328
0,0,0,1.0,6.094419283904563e-14,112.4955
0,0,0,0.0,0.0,0.0
0,0,0,1.0,7.202839624587101e-14,124.995
0,0,0,0.0,0.0,0.0
0,0,0,0.5,3.6289471227286456e-14,116.662
0,0,0,0.5,7.243706850171951e-14,124.995
0,0,0,0.5,6.877148959751773e-14,108.32900000000001
0,0,0,0.5,1.6955154787559075e-13,108.32900000000001
0,0,0,0.5,1.669486194749886e-13,233.324
0,0,0,0.5,1.3153458381611587e-13,141.661
0,0,0,0.5,1.0269516871066962e-13,166.66
0,0,0,0.5,2.2676317324409806e-13,233.324
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,1.0,1.6029195573235824e-13,149.994
0,0,0,1.0,1.3465700354118682e-13,174.993
0,0,0,0.5,2.5410509378920344e-13,241.657
0,0,0,0.5,1.717382121322748e-13,108.32900000000001
0,0,0,1.0,2.618999811288645e-13,166.66
0,0,0,0.5,3.3377899540749844e-13,216.65800000000002
0,0,0,0.0,0.0,0.0
0,0,0,1.0,2.2993293089119737e-13,137.49450000000002
0,0,0,0.5,1.7299870106372511e-13,183.326
0,0,0,0.0,0.0,0.0
0,0,0,0.5,1.2335094668670387e-13,116.662
0,0,0,0.5,1.7745572632504958e-13,108.32900000000001
0,0,0,1.0,1.4985721376387264e-13,141.661
0,0,0,0.5,1.8549906218670638e-13,158.327
0,0,0,0.5,9.371470417410722e-14,116.662
0,0,0,0.5,1.5424666041452722e-13,141.661
0,0,0,0.5,2.8749953576557045e-13,183.326
0,0,0,1.0,1.4850956822140023e-13,120.8285
0,0,0,1.0,2.248029015338292e-13,133.328
0,0,0,1.0,1.4771181038863277e-13,133.328
0,0,0,0.5,2.4049271219775825e-13,141.661
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.5,1.0618570495125809e-13,149.994
0,0,0,0.5,1.2665741236198757e-13,208.32500000000002
0,0,0,0.5,2.2661858978759342e-13,116.662
0,0,0,0.5,1.0937937134840057e-13,108.32900000000001
0,0,0,0.5,5.891052627621545e-14,116.662
0,0,0,1.0,7.779332404630415e-14,120.8285
0,0,0,0.0,0.0,0.0
0,0,0,0.5,9.152478506065417e-14,124.995
0,0,0,0.5,7.359029092329117e-14,108.32900000000001
0,0,0,0.5,1.1624372482281323e-13,108.32900000000001
0,0,0,0.5,1.1803709454349512e-13,116.662
0,0,0,0.5,1.1776171131263138e-13,133.328
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,1.0,1.2634024982558075e-13,149.994
0,0,0,0.5,1.2062417635786055e-13,108.32900000000001
0,0,0,0.0,0.0,0.0
0,0,0,0.5,1.6464976190370797e-13,133.328
0,0,0,0.0,0.0,0.0
0,0,0,0.5,1.5586592795695558e-13,258.323
0,0,0,1.0,2.0267060332290395e-13,116.662
0,0,0,0.0,0.0,0.0
0,0,0,0.5,1.1337460837489975e-13,116.662
0,0,0,0.5,1.5342880913090327e-13,124.995
0,0,0,0.5,1.5436438052273175e-13,283.322
0,0,0,0.5,1.1114764643621434e-13,133.328
0,0,0,0.0,0.0,0.0
0,0,0,1.0,1.2250960052644994e-13,124.995
0,0,0,0.5,1.3810980577810608e-13,108.32900000000001
0,0,0,1.0,1.3253989583796714e-13,170.8265
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.5,1.188557616217164e-13,124.995
0,0,0,0.5,1.2903677264616932e-13,141.661
0,0,0,0.0,0.0,0.0
0,0,0,1.0,1.2102107903044272e-13,116.662
0,0,0,0.5,1.0168132391696045e-13,108.32900000000001
0,0,0,0.5,1.2174057075239756e-13,108.32900000000001
0,0,0,0.5,1.3857125407634002e-13,208.32500000000002
0,0,0,0.5,1.525606105513278e-13,149.994
0,0,0,1.0,1.5175782343524758e-13,116.662
0,0,0,0.5,1.739861824583633e-13,191.659
0,0,0,0.5,2.8877055405292394e-13,158.327
0,0,0,1.0,2.0412127900735814e-13,120.8285
0,0,0,0.0,0.0,0.0
0,0,0,1.0,1.5545696960440688e-13,112.4955
0,0,0,0.5,2.2767241197474986e-13,108.32900000000001
0,0,0,1.0,1.2090434614423248e-13,124.995
0,0,0,0.5,9.066481633152972e-14,149.994
0,0,0,0.5,1.3092415164555893e-13,141.661
0,0,0,0.0,0.0,0.0
0,0,0,1.0,2.3024604055294127e-13,129.1615
0,0,0,0.0,0.0,0.0
0,0,0,0.5,1.576901071305827e-13,108.32900000000001
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.5,1.489894604716495e-13,158.327
0,0,0,0.5,1.0245560900212801e-13,133.328
0,0,0,0.5,1.1996449208246908e-13,108.32900000000001
0,0,0,0.0,0.0,0.0
0,0,0,0.5,1.0133647560156416e-13,133.328
0,0,0,0.5,1.137529166565963e-13,166.66
0,0,0,0.0,0.0,0.0
0,0,0,0.5,2.173948167815384e-13,133.328
0,0,0,1.0,1.1698494257735657e-13,133.328
0,0,0,0.5,1.6626728131532173e-13,158.327
0,0,0,0.0,0.0,0.0
0,0,0,0.5,2.932942758245846e-13,116.662
0,0,0,1.0,1.5624435137825343e-13,120.8285
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,1.0,1.4552276330584959e-13,124.995
0,0,0,0.5,1.399814676975813e-13,158.327
0,0,0,0.5,1.4612800660127384e-13,108.32900000000001
0,0,0,0.0,0.0,0.0
0,0,0,0.5,7.57594553890741e-14,133.328
0,0,0,0.5,1.9049911590318945e-13,124.995
0,0,0,0.5,2.692178672260315e-13,174.993
0,0,0,0.5,1.5852036268368647e-13,266.656
0,0,0,1.5,1.257201696903406e-13,122.21733333333333
0,0,0,0.5,1.9175008922074597e-13,149.994
0,0,0,0.5,1.8306914217454067e-13,124.995
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.5,1.4610138339196132e-13,108.32900000000001
0,0,0,0.0,0.0,0.0
0,0,0,0.5,1.3073718640723615e-13,199.99200000000002
0,0,0,0.5,8.591767135935665e-14,141.661
0,0,0,0.0,0.0,0.0
0,0,0,0.5,1.9424953667525392e-13,124.995
0,0,0,0.5,1.3619514695580156e-13,124.995
0,0,0,0.5,2.1785648097671915e-13,108.32900000000001
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.5,1.5192992670358917e-13,149.994
0,0,0,0.5,7.528167161519371e-14,149.994
0,0,0,0.0,0.0,0.0
0,0,0,0.5,1.3459089772782596e-13,116.662
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.5,1.2936773536672535e-13,133.328
0,0,0,0.5,7.002824157978557e-14,108.32900000000001
0,0,0,0.5,9.843999333572416e-14,116.662
0,0,0,1.0,1.1558600906758523e-13,120.8285
0,0,0,0.5,1.797631137335182e-13,174.993
0,0,0,0.5,7.810858031425092e-14,141.661
0,0,0,1.0,9.292895531234874e-14,112.4955
0,0,0,0.0,0.0,0.0
0,0,0,0.5,1.2363324417536168e-13,116.662
0,0,0,0.5,8.892027870870822e-14,199.99200000000002
0,0,0,0.0,0.0,0.0
0,0,0,1.0,1.6614005676381597e-13,108.32900000000001
0,0,0,0.5,1.167449981916433e-13,149.994
0,0,0,1.0,1.6492490275493303e-13,179.1595
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,1.0,1.9225406471048558e-13,141.661
0,0,0,1.0,9.658083071551337e-14,116.662
0,0,0,0.0,0.0,0.0
0,0,0,0.5,5.4054803380604404e-14,133.328
0,0,0,1.0,1.3613729570932623e-13,137.49450000000002
0,0,0,1.0,1.4121765354654655e-13,116.662
0,0,0,1.5,7.257143672945657e-14,136.10566666666665
0,0,0,0.5,7.45617083873946e-14,183.326
0,0,0,0.0,0.0,0.0
0,0,0,0.5,1.6305806999980716e-13,141.661
0,0,0,1.0,1.0504497344359856e-13,137.49450000000002
0,0,0,0.0,0.0,0.0
0,0,0,0.5,1.1986012311027462e-13,199.99200000000002
0,0,0,0.0,0.0,0.0
0,0,0,1.0,8.180378312150616e-14,133.328
0,0,0,0.5,1.5556948541746456e-13,116.662
0,0,0,0.5,1.3918628430830302e-13,124.995
0,0,0,1.0,9.93763469841828e-14,133.328
0,0,0,0.5,9.964740529466685e-14,124.995
0,0,0,1.0,5.459551769056816e-14,137.49450000000002
0,0,0,0.5,1.4907623685229615e-13,149.994
0,0,0,0.5,1.3644788271947833e-13,124.995
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,1.0,1.0516625333257824e-13,154.1605
0,0,0,0.0,0.0,0.0
0,0,0,0.5,5.944187917582029e-14,108.32900000000001
0,0,0,0.5,1.0228047560291017e-13,166.66
0,0,0,0.5,7.38027292020175e-14,116.662
0,0,0,0.5,3.8070828914093254e-14,108.32900000000001
0,0,0,1.0,6.581623307254104e-14,124.995
0,0,0,0.5,1.0704930214462931e-13,174.993
0,0,0,1.0,8.59913092862127e-14,133.328
0,0,0,0.5,1.419325379485145e-13,124.995
0,0,0,0.5,1.468696732754112e-13,141.661
0,0,0,0.5,1.217219314337999e-13,166.66
0,0,0,0.0,0.0,0.0
0,0,0,1.0,8.903204293539857e-14,183.326
0,0,0,1.5,8.687685437068098e-14,155.54933333333335
0,0,0,0.5,7.55687850759007e-14,116.662
